GVKEY,EXECID,EXEC_FULLNAME,CEOANN,CO_PER_ROL,CONAME,Company Has CEO?,TITLEANN,TDC1,BONUS,STOCK_AWARDS,OPTION_AWARDS,NONEQ_INCENT,PENSION_CHG,OTHCOMP,TOTAL_SEC,TOTAL_CURR,TOTAL_ALT1,TOTAL_ALT2,TERM_PYMT,CHG_CTRL_PYMT,SHROWN_TOT,SHROWN_TOT_PCT,SHROWN_EXCL_OPTS,SHROWN_EXCL_OPTS_PCT,OPT_EXER_NUM,OPT_EXER_VAL,SHRS_VEST_NUM,SHRS_VEST_VAL,AGE,OPTION_AWARDS_NUM,OPTION_AWARDS_FV,STOCK_AWARDS_FV,OPT_UNEX_EXER_NUM,OPT_UNEX_UNEXER_NUM,OPT_UNEX_EXER_EST_VAL,OPT_UNEX_UNEXER_EST_VAL,STOCK_UNVEST_NUM,STOCK_UNVEST_VAL,EIP_UNEARN_NUM,EIP_UNEARN_VAL,PENSION_VALUE_TOT,PENSION_PYMTS_TOT,DEFER_CONTRIB_EXEC_TOT,DEFER_CONTRIB_CO_TOT,DEFER_EARNINGS_TOT,DEFER_WITHDR_TOT,DEFER_BALANCE_TOT,DEFER_RPT_AS_COMP_TOT,EXECRANKANN,OTHANN,,TDC2,RSTKGRNT,OPTION_AWARDS_BLK_VALUE,OPTION_AWARDS_RPT_VALUE,LTIP,ALLOTHTOT,ALLOTHPD,SAL_PCT,TOTAL_CURR_PCT,TOTAL_SEC_PCT,TOTAL_ALT1_PCT,TOTAL_ALT2_PCT,TDC1_PCT,TDC2_PCT,RET_YRS,COMMENT,PCEO,REASON,EXEC_LNAME,EXEC_FNAME,EXEC_MNAME,GENDER,SICDESC,NAICSDESC,INDDESC,SPCODE,TICKER,NAICS,SPINDEX,SIC,,,
14084,29057,"Joseph G. Morone, Ph.D.",CEO,30215,ALBANY INTL CORP  -CL A,Yes,"Chief Executive Officer, President and Executive Director",5424.367,0,1509.361,0,1497.224,0,14.902,3838.487,817,5424.367,3946.773,2213.204,0,217.201,0.679,217.201,0.679,0,0,44.835,1617.647,61,0,0,3095.241,0,0,0,0,17.433,622.28,82.921,3151.308,0,0,0,0,0,0,0,0,1,,,5375.403,,,,,,,0,0,-6.859,-6.859,-0.536,-14.629,0.627,,,CEO,,Rodkin,Gary,M.,MALE,FOOD AND KINDRED PRODUCTS,"Fruit and Vegetable Canning, Pickling and Drying",Packaged Foods & Meats,SP,CAG,31142,3020,2000,,,14084
14169,34504,William E. Saxelby,CEO,36291,LANDAUER INC,Yes,Advisor,1548.546,0,643.402,0,284.337,41.917,27.761,1590.462,593.045,1590.463,2130.338,0,0,65.039,0.681,65.039,0.681,0,0,31.698,1183.278,58,0,0,643.403,50,0,0,0,0,0,0,0,212,0,0,0,132.105,0,1825.521,0,1,,,4980.518,,,,,,,1.089,1.089,-11.684,-11.684,61.858,-12.331,72.893,,,,,Batcheler,Colleen,R.,FEMALE,FOOD AND KINDRED PRODUCTS,"Fruit and Vegetable Canning, Pickling and Drying",Packaged Foods & Meats,SP,CAG,31142,3020,2000,,,14169
14172,35448,E. Philip Wenger,CEO,37366,FULTON FINANCIAL CORP,Yes,"Chairman, Chief Executive Officer, President, Member of Executive Committee, Member of Risk Management Committee, Member of Special Joint Board Compliance Committee and Member of Compliance Committee",2450.849,0,1048.711,0,316.091,0,132.529,2450.849,953.518,2450.849,1688.964,961.409,6049.756,225.628,0.126,225.628,0.126,0,0,22.882,286.826,56,0,0,1048.711,98.983,0,24.659,0,58.605,724.358,89.214,1102.685,0,0,59.844,89.805,40.005,0,754.839,0,1,,,6061.962,,,,,,,0,0,-9.994,-9.994,280.5,-14.16,276.138,,,,,Maass,Paul,T.,MALE,FOOD AND KINDRED PRODUCTS,"Fruit and Vegetable Canning, Pickling and Drying",Packaged Foods & Meats,SP,CAG,31142,3020,2000,,,14172
14219,29071,"James D. Rollins, III",CEO,46800,BANCORPSOUTH INC,Yes,"Chairman, Chief Executive Officer, Chairman of Executive Committee, Chairman of Bancorpsouth Bank and Chief Executive Officer of Bancorpsouth Bank",2240.097,0,844.56,0,546.599,482.371,48.938,2722.468,800,2722.468,2038.044,4823.664,8121.103,205.157,0.212,205.157,0.212,0,0,7.114,160.136,55,0,0,844.56,0,0,0,0,149.492,3365.065,11.55,259.991,1298.869,0,0,0,0,0,0,0,1,,,4336.575,,,,,,,,,,,,,,,,,,Connolly,Sean,M.,MALE,FOOD AND KINDRED PRODUCTS,"Fruit and Vegetable Canning, Pickling and Drying",Packaged Foods & Meats,SP,CAG,31142,3020,2000,,,14219
14225,14812,Willard D. Oberton,CEO,14469,FASTENAL CO,Yes,Chairman of the Board and Chief Executive Officer,1468.943,0,0,0,867.564,0,31.379,1468.943,570,1468.943,1468.943,0,0,577.233,0.199,570.136,0.196,0,0,0,0,56,0,0,0,62.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,2077.385,,,,,,,,,,,,,,,,,,McGough,Thomas,M.,MALE,FOOD AND KINDRED PRODUCTS,"Fruit and Vegetable Canning, Pickling and Drying",Packaged Foods & Meats,SP,CAG,31142,3020,2000,,,14225
14253,17354,David L. Payne,CEO,17260,WESTAMERICA BANCORPORATION,Yes,"Chairman of The Board, Chief Executive Officer, President, Chief Operating Officer, Chairman of Executive Committee, Chairman of Westamerica Bank, Chief Executive Officer of Westamerica Bank and President of Westamerica Bank",611.471,0,0,0,225,0,15.471,611.471,371,611.471,1225.332,0,0,887.023,3.472,887.023,3.472,128.856,479.074,2.5,134.787,59,0,0,0,250,0,0,0,0,0,0,0,5835.629,511.95,0,0,0,0,0,0,1,,,5697.811,,,,,,,,,,,,,,,,,,Altman,Ronald,G.,MALE,FOOD AND KINDRED PRODUCTS,"Fruit and Vegetable Canning, Pickling and Drying",Packaged Foods & Meats,SP,CAG,31142,3020,2000,,,14253
14256,10038,Tunc Doluca,CEO,9279,MAXIM INTEGRATED PRODUCTS,Yes,"Chief Executive Officer, President and Director",2655.673,0,1100.4,1149.568,900,0,16.105,3756.073,590,2655.673,3448.654,0,12930.216,1252.319,0.441,1252.319,0.441,75,1455,16.786,487.549,56,170,1149.568,0,452.292,575.652,7931.399,5278.233,0,0,120,4069.2,0,0,0,0,0,0,0,0,1,,,2194.68,,,,,,,3.196,3.196,11.984,11.984,10.466,-15.793,-15.793,,,,,Hoglund,Robert,N.,MALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,ED,22111,5510,4931,,,14256
14275,34934,"James H. Herbert, II",CEO,36773,FIRST REPUBLIC BANK,Yes,"Co-Founder, Chairman, Chief Executive Officer, Member of Investment Committee and Member of Enterprise Risk Management Committee",3769.492,0,2121.75,0,2875.761,40.422,68.731,5931.664,825,3809.914,14968.165,25122.322,25122.322,3836.842,2.694,638.289,0.448,199.86,7474.851,70,3683.4,70,0,0,0,3299.275,0,122469.088,0,0,0,340,17720.8,0,0,0,0,0,0,0,0,2,,,1901.442,,,,,,,5.775,5.775,69.95,69.95,65.602,-13.862,-13.862,,,,,Longhi,William,G.,MALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,ED,22111,5510,4931,,,14275
14282,34218,Richard Adam Norwitt,CEO,35947,AMPHENOL CORP,Yes,"Chief Executive Officer, President and Director",7829.815,0,0,5172,1540,27.5,117.815,7857.315,1000,7857.315,9247.289,33987.12,33987.12,103.922,0.034,103.922,0.034,240,6561.974,0,0,44,600,5172,0,2296,1804,72100.78,31447.12,0,0,0,0,92.7,0,78.013,80.425,31.907,0,1141.344,0,1,,,2938.721,,,,,,,5.734,5.734,-8.655,-8.655,3.047,-11.936,-11.936,,,,,Ivey,Craig,S.,MALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,ED,22111,5510,4931,,,14282
14304,31565,Rajat Rai,CEO,44979,AKORN INC,Yes,Chief Executive Officer,8614.132,375,4412.253,1948.882,1125,0,3.721,8611.431,1121.575,8614.132,75758.296,1508,7969.043,2161.235,1.889,2161.235,1.889,2250,73508,0,0,47,461.69,1951.582,4412.254,1716.3,260.59,54407.192,3445.043,124.864,4520.077,0,0,0,0,0,0,0,0,0,0,1,,,1635.332,,,,,,,3.181,3.181,-11.523,-11.523,6.152,-14.076,-14.076,,,,,Moore,Elizabeth,D.,FEMALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,ED,22111,5510,4931,,,14304
14309,41884,Jean Madar,CEO,44459,INTER PARFUMS INC,Yes,"Co-Founder,Chairman, Chief Executive Officer and Director General of Inter Parfums S A",630,0,0,140.22,0,0,0,770.22,630,630,1295.353,0,0,7129.892,23.012,7072.892,22.828,32.875,665.353,0,0,53,19,0,0,57,57,615.904,214.776,0,0,0,0,0,0,0,0,0,0,0,0,4,,,5961.367,,,,,,,180.817,180.817,230.832,230.832,187.706,218.79,218.79,,,CEO,,McAvoy,John,,MALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,ED,22111,5510,4931,,,14309
14311,35112,Scott W. Wine,CEO,36965,POLARIS INDUSTRIES INC,Yes,"Chairman, Chief Executive Officer and Member of Technology Committee",8813.704,0,2387.73,3999.085,1326,0,132.235,8813.704,968.654,8813.704,31349.579,8134.707,52908.73,626.331,0.947,249.831,0.378,200,22942.154,40.706,5980.536,47,101,3999.085,2387.73,350,419,41075.15,28184.34,24,3629.76,64.46,9748.93,0,0,6752.839,103.258,-37.515,0,11096.161,0,1,,,13490.001,,,,,,,0,0,41.676,41.676,238.605,20.154,162.081,,,CEO,,Stotlar,Douglas,W.,MALE,"TRUCKING,COURIER SVC,EX AIR",Couriers,Trucking,MD,CNW,492110,2030,4210,,,14311
14324,14808,John P. Daane,CEO,21057,ALTERA CORP,Yes,"Chairman, Chief Executive Officer and President",7248.71,0,5685.102,0,758.88,0,4.697,7248.71,800.031,7248.71,9683.048,1233.583,21928.016,1624.493,0.54,872.343,0.29,100,1681.67,187.149,6437.77,50,0,0,5685.102,662.15,212.148,3794.354,316.347,253.254,9355.202,249.672,9222.884,0,0,0,0,0,0,0,0,1,,,2040.773,,,,,,,0,0,28.958,28.958,-33.372,3.867,-42.035,,,,,"Bianco, Jr.",Robert,L.,MALE,"TRUCKING,COURIER SVC,EX AIR",Couriers,Trucking,MD,CNW,492110,2030,4210,,,14324
14359,736,Scott Douglas Sheffield,CEO,4441,PIONEER NATURAL RESOURCES CO,Yes,Chairman and Chief Executive Officer,12651.035,0,9716.478,0,1801.8,0,147.988,12651.035,984.769,12651.035,16617.503,32169.042,35121.145,717.118,0.481,680.886,0.457,32.098,2869.882,65.26,10813.064,61,0,0,9716.478,0,36.232,0,1271.381,87.988,13097.014,90.172,13422.102,0,0,98.477,98.477,-1329.198,0,7657.434,0,1,,,3289.428,,,,,,,0,0,11.097,11.097,58.222,11.097,44.738,,,,,Bruffett,Stephen,L.,MALE,"TRUCKING,COURIER SVC,EX AIR",Couriers,Trucking,MD,CNW,492110,2030,4210,,,14359
14370,32525,Jonas Prising,CEO,34053,MANPOWERGROUP,Yes,Chief Executive Officer,8620.663,0,4480.145,1120.034,2015,0,55.484,8620.663,950,8620.663,4361.916,5064.87,18293.554,171.702,0.224,56.798,0.074,0,0,19.021,1341.432,49,42.191,1120.034,4480.145,118.076,71.744,1288.563,490.488,80.397,5480.664,84.056,5730.097,0,0,50,25,83.383,0,1657.386,0,2,,,1728.469,,,,,,,0,0,12.172,12.172,127.418,12.172,5.895,,,,,Krull,Stephen,K.,MALE,"TRUCKING,COURIER SVC,EX AIR",Couriers,Trucking,MD,CNW,492110,2030,4210,,,14370
14412,6309,William F. Ruprecht,CEO,5536,SOTHEBY'S,Yes,"Chairman, Chief Executive Officer, President, Chairman of Executive Committee, Member of Finance Committee and Member of Business Strategy Committee",6758.425,0,3500.02,0,1960,0,598.405,6758.425,700,6758.425,7078.036,15755.674,15755.674,203.027,0.292,203.027,0.292,0,0,81.816,3819.631,58,0,0,3500.02,0,0,0,0,0,0,267.392,11545.987,0,0,188.019,96.92,418.131,0,6831.546,0,1,,,2066.015,,,,,,,0.815,0.815,17.551,17.551,5.768,14.236,-3.896,,,,,Lehmkuhl,W.,Gregory,MALE,"TRUCKING,COURIER SVC,EX AIR",Couriers,Trucking,MD,CNW,492110,2030,4210,,,14412
14418,23285,James Joseph Murren,CEO,23752,MGM RESORTS INTERNATIONAL,Yes,Chairman and Chief Executive Officer,10183.159,0,3499.993,0,4081.536,0,601.63,10183.159,2000,10183.159,8918.449,23633.397,26843.891,226.071,0.04,226.071,0.04,187.5,1162.5,40.272,1072.783,52,0,0,3499.993,1559.375,65.625,22654.156,862.969,82.424,1762.225,662.707,15626.962,0,0,0,0,5.146,0,90.871,0,1,,,900,,,,,,,0,0,-91.775,-91.775,-91.775,-91.775,-91.775,,,CEO,,Biglari,Sardar,,MALE,EATING PLACES,Full-Service Restaurants,Restaurants,SM,BH,722511,2530,5812,,,14418
14438,32380,Naren K. Gursahaney,CEO,46347,ADT CORP,Yes,"Chief Executive Officer, President and Director",5465.388,0,2716.602,1148.36,630,0,70.4,5465.388,900.026,5465.388,4817.816,4172.927,9126.625,1290.287,0.739,199.414,0.114,18,787.5,67.282,2429.89,52,76,1148.36,2716.602,920.644,301.489,8368.156,727.59,51.115,1820.205,82.706,2945.161,0,0,36.002,59.025,517.893,0,5779.88,0,1,,,695.962,,,,,,,3.426,12.252,12.252,12.252,12.252,12.252,12.252,,,,,Lewis,Bruce,W.,MALE,EATING PLACES,Full-Service Restaurants,Restaurants,SM,BH,722511,2530,5812,,,14438
14477,26530,David P. Steiner,CEO,27377,WASTE MANAGEMENT INC,Yes,"Chief Executive Officer, President and Director",10770.856,0,5328.822,1233.147,2626.505,0,395.597,10770.856,1186.785,10770.856,11368.444,12127.268,40554.843,783.438,0.173,783.438,0.173,0,0,133.836,7159.557,54,280.899,1233.147,5328.822,1094.474,602.422,16960.912,7649.54,0,0,247.613,12707.499,0,0,328.589,149.489,521.208,0,5574.609,0,1,,,2138.868,,,,,,,0,0,71.169,71.169,31.537,0.729,0.729,,,,,Webb,Thomas,J.,MALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,CMS,22111,5510,4931,,,14477
14535,20780,Richard A. Boehne,CEO,20955,EW SCRIPPS  -CL A,Yes,"Chairman, Chief Executive Officer, President and Member of Executive Committee",3202.01,0,1049.023,0,413.44,806.134,1059.547,4008.144,680,4008.144,6626.972,6217.913,5090.555,423.802,0.739,423.802,0.739,258.215,1978.729,92.201,1689.122,58,0,0,1049.023,410.798,0,5447.181,0,153.15,3422.903,0,0,4204.261,0,26.615,29.618,36.535,0,1240.106,0,1,,,6150.34,,,,,,,3.256,3.256,67.981,67.981,30.391,8.674,8.674,,,CEO,,Russell,John,G.,MALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,CMS,22111,5510,4931,,,14535
14555,43983,Joseph F. Woody,CEO,46803,KINETIC CONCEPTS INC,Yes,"principal Executive Officer, President,  Director, Chief Executive Officer of Kinetic Concepts, Inc., Interim Chief Executive Officer of Lifecell Corpo and President of Kinetic Concepts, Inc.",3095.254,0,0,1731.207,217.138,0,289.847,3095.254,857.062,3095.254,1364.047,2746.918,3652.018,,,,,0,0,0,0,48,1138.952,1731.207,0,1056.155,934.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1451.884,,,,,,,3.571,3.571,3.595,3.595,-1.206,3.595,3.595,,,,,Butler,John,M.,MALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,CMS,22111,5510,4931,,,14555
14561,34480,Francis J. Kramer,CEO,36267,II-VI INC,Yes,"Chief Executive Officer, President and Director",2882.292,0,951.845,880.076,365.59,0,37.781,2882.292,647,2882.292,2120.813,1842.05,3545.07,709.786,1.16,709.786,1.16,28,128.262,48.128,942.18,65,90.87,880.076,951.845,407.736,157.814,534.036,0,92.408,1336.22,34.08,492.797,0,0,695.931,0,-78.972,0,4992.011,0,1,,,1044.105,,,,,,,2.74,2.74,102.814,102.814,44.651,3.951,3.951,,,,,Mengebier,David,G.,MALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,CMS,22111,5510,4931,,,14561
14590,1684,Richard C. Adkerson,CEO,9286,FREEPORT-MCMORAN INC,Yes,"Vice Chairman, Chief Executive Officer, President and Chairman of FM Services Company",8387.703,125,2556.265,2489.05,1125,1735.332,738.221,10123.035,1479.167,10123.035,6793.131,70156.095,70156.095,8417.233,0.809,1696.483,0.163,108,144.72,46.539,1570.691,67,335,2489.05,2556.265,6826,335,4732.93,0,0,0,439.798,10273.681,28729.056,0,98.875,221.238,-13601.313,0,47828.825,0,1,,,1493.137,,,,,,,11.392,11.392,22.139,22.139,14.639,7.719,7.719,,,,,Malone,Daniel,J.,MALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,CMS,22111,5510,4931,,,14590
14624,17199,Roland C. Smith,CEO,48877,OFFICE DEPOT INC,Yes,Chairman and Chief Executive Officer,5094.28,0,0,0,3150,0,544.28,5094.28,1400,5094.28,5094.28,19468.607,35006.644,550,0.1,50,0.009,0,0,0,0,60,0,0,0,500,1000,1682.5,3365,1199.616,10604.605,1199.616,10604.605,0,0,0,0,0,0,0,0,1,,,1343.983,,,,,,,,,,,,,,,,,,Poppe,Patricia,K.,FEMALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,CMS,22111,5510,4931,,,14624
14790,26570,Steven J. Hilton,CEO,27420,MERITAGE HOMES CORP,Yes,"Co-Founder, Chairman and Chief Executive Officer",7540.572,0,2026.507,0,4477.378,0,36.687,7540.572,1000,7540.572,7222.565,14759.655,19803.528,1538.048,3.878,1538.048,3.878,0,0,37.5,1708.5,53,0,0,2026.507,159.84,0,2696.026,0,84.43,3038.636,46.93,1689.011,0,0,0,0,0,0,0,0,1,,,1114.827,,,,,,,,,,,,,,,,,,Reynolds,Catherine,M.,FEMALE,ELECTRIC & OTHER SERV COMB,Electric Power Generation,Multi-Utilities,SP,CMS,22111,5510,4931,,,14790
14793,22361,John W. Eaves,CEO,22711,ARCH COAL INC,Yes,"Chief Executive Officer, President, Director, Member of Finance Committee and Member of Energy & Environmental Policy Committee",6946.236,0,2744.517,0,3151.533,399.162,75.185,7345.397,975,7345.398,4656.474,7601.623,11206.981,2366.28,1.111,315.71,0.148,0,0,13.3,55.594,56,0,0,2744.518,756.051,299.449,0,0,826.7,1471.526,0,0,2040.9,0,58.385,35.7,-167.367,0,3319.701,0,1,,,2366.421,,,,,,,1.261,1.261,55.28,53.59,218.027,53.908,155.028,,,,,Miller,Harold,C.,MALE,TIRES AND INNER TUBES,Tire Manufacturing (except Retreading),Tires & Rubber,EX,CTB,326211,2510,3011,,,14793
14822,124,William Robert Berkley,CEO,10827,BERKLEY (W R) CORP,Yes,"Chairman, Chief Executive Officer and Member of Executive Committee",19483.692,0,5418.38,0,10723.159,0,2342.153,19483.692,1000,19483.692,14065.312,5592.041,39423.641,23626.778,18.78,23626.778,18.78,0,0,0,0,69,0,0,5418.38,0,0,0,0,550,28193,110,5638.6,59406.099,4624.027,0,0,72.38,0,2272.508,0,2,,,7264.821,,,,,,,3.023,3.023,56.402,56.402,69.924,56.477,72.776,,,CEO,,Armes,Roy,V.,MALE,TIRES AND INNER TUBES,Tire Manufacturing (except Retreading),Tires & Rubber,EX,CTB,326211,2510,3011,,,14822
14824,35236,"Steven J. Johnston, FCAS, MAAA, CFA, CERA",CEO,37114,CINCINNATI FINANCIAL CORP,Yes,"Chief Executive Officer, President, Director, Chairman of Executive Committee and Member of Investment Committee",2623.807,0,473.132,131.132,927,0,169.697,2623.807,922.846,2623.807,2604.412,3630.059,4006.075,188.499,0.115,130.893,0.08,8,167.04,8.976,417.829,54,12.873,131.132,473.132,44.462,26.089,877.976,199.586,0,0,39.433,2064.712,0,0,1758.674,147.771,300.992,0,3630.059,0,1,,,1846.989,,,,,,,5.798,5.798,48.424,48.424,8.339,48.424,58.462,,,,,Hughes,Bradley,E.,MALE,TIRES AND INNER TUBES,Tire Manufacturing (except Retreading),Tires & Rubber,EX,CTB,326211,2510,3011,,,14824
14828,712,Aldo Charles Zucaro,CEO,10945,OLD REPUBLIC INTL CORP,Yes,"Chairman, Chief Executive Officer and Chairman of Executive Committee",1209.219,31.109,0,306,0,368.087,17.11,1577.306,886.109,1577.306,1271.306,0,0,2474.675,0.953,1775.675,0.684,0,0,0,0,75,100,306,0,811.5,121,317.695,324.605,0,0,0,0,7623.383,82.389,0,0,31.109,0,6794.887,0,1,,,1519.716,,,,,,,3.121,3.121,48.773,48.773,26.237,48.773,58.566,,,,,Harmon,Brenda,S.,FEMALE,TIRES AND INNER TUBES,Tire Manufacturing (except Retreading),Tires & Rubber,EX,CTB,326211,2510,3011,,,14828
14898,42755,Abraham N. Reichental,CEO,45435,3D SYSTEMS CORP,Yes,"Chief Executive Officer, President, Executive Director and Member of Executive Committee",6790.675,0,5149.5,0,602.14,0,25.535,6640.675,863.5,6790.675,6790.675,2409.686,13969.75,1620.415,1.457,1620.415,1.457,0,0,150,5299.5,57,0,0,5299.5,0,0,0,0,425,13969.75,0,0,0,0,0,0,0,0,0,0,1,,,1770.058,,,,,,,6.373,6.373,51.344,51.344,37.742,51.344,66.156,,,,,Ostrander,Christopher,E.,MALE,TIRES AND INNER TUBES,Tire Manufacturing (except Retreading),Tires & Rubber,EX,CTB,326211,2510,3011,,,14898
14934,26816,John Richels,CEO,27687,DEVON ENERGY CORP,Yes,"Vice Chairman, Chief Executive Officer and President",14883.432,0,10047.382,0,3144.96,6727.598,243.705,21611.03,1447.385,21611.03,15909.479,64255.592,64770.592,1207.214,0.294,580.974,0.141,0,0,72.61,4345.831,63,0,0,10047.382,626.24,29.035,0,0,0,0,320.145,19596.075,31426.27,0,200.243,184.643,35.828,0,3291.611,0,1,,,537.553,,,,,,,,,,,,,,,,,,Jones,Ginger,M.,FEMALE,TIRES AND INNER TUBES,Tire Manufacturing (except Retreading),Tires & Rubber,EX,CTB,326211,2510,3011,,,14934
14954,16076,Richard W. Parod,CEO,20831,LINDSAY CORP,Yes,"Chief Executive Officer, President and Director",2193.471,0,653.029,333.316,573.36,0,38.093,2193.471,595.673,2193.471,2503.914,1920,5354.629,181.684,1.588,167.41,1.463,0,0,17.063,1296.788,61,8.251,986.345,0,7.448,19.855,110.028,130.389,9.212,716.509,14.505,1128.199,0,0,0,0,0,0,0,0,1,,,1472.964,,,,,,,,,,,,,,,,,,Zamansky,Stephen,,MALE,TIRES AND INNER TUBES,Tire Manufacturing (except Retreading),Tires & Rubber,EX,CTB,326211,2510,3011,,,14954
14960,29709,David P. King,CEO,30930,LABORATORY CP OF AMER HLDGS,Yes,"Chairman, Chief Executive Officer, President and Member of Compensation Committee",10177.326,0,7538.153,0,1600.45,295.236,25.723,10472.562,1013,10472.562,12924.366,4618.852,26798.894,124.418,0.124,124.418,0.124,219.9,6565.682,36.627,3424.275,58,0,0,7538.153,623.733,49.967,16890.24,1151.24,48.937,5280.302,124.62,13446.498,1141.729,0,0,0,33.256,0,866.946,0,1,,,4248.277,,,,,,,5,7.739,-3.89,-10.66,-31.192,-13.802,-41.565,,,,,Kaufmann,Carol,R.,FEMALE,OPHTHALMIC GOODS,Ophthalmic Goods Manufacturing,Health Care Supplies,MD,COO,339115,3510,3851,,,14960
15092,47001,Thomas Leverton,CEO,50178,CEC ENTERTAINMENT INC,Yes,Chief Executive Officer and Director,1360.631,0,0,875.185,0,0,10.154,1118.031,232.692,1360.631,242.846,550,373.696,,,,,0,0,0,0,42,580.875,875.185,242.6,0,580.875,0,0,24.26,242.6,0,0,0,0,0,0,0,0,0,0,4,,,12669.035,,,,,,,5,9.2,-0.965,-6.761,-26.332,-8.209,-37.006,,,CEO,,Weiss,Robert,S.,MALE,OPHTHALMIC GOODS,Ophthalmic Goods Manufacturing,Health Care Supplies,MD,COO,339115,3510,3851,,,15092
15142,29700,Jay S. Sugarman,CEO,30920,ISTAR INC,Yes,"Chairman, Chief Executive Officer and Member of Investment & Asset Management Committee",6511.095,0,5500,0,0,0,11.095,6511.095,1000,6511.095,24913.812,189.364,0,2740.097,3.209,2740.097,3.209,0,0,1676.167,23902.717,51,0,0,5500,0,0,0,0,21.714,296.396,0,7040,0,0,0,0,0,0,0,0,1,,,1241.757,,,,,,,5,7.538,-1.649,-8.264,77.573,-9.923,-13.319,,,,,Matz,Gregory,W.,MALE,OPHTHALMIC GOODS,Ophthalmic Goods Manufacturing,Health Care Supplies,MD,COO,339115,3510,3851,,,15142
15208,18824,"Donald H. Layton, ACIS, LLB",CEO,46809,FEDERAL HOME LOAN MORTG CORP,Yes,"Chief Executive Officer, Director and Member of Executive Committee",660.586,0,0,0,0,0,60.586,660.586,600,660.586,660.586,0,0,,,,,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.111,3.695,0,56.337,0,5,,,2900.895,,,,,,,5,19.469,2.007,,,,,,,,,"White, III",Albert,G.,MALE,OPHTHALMIC GOODS,Ophthalmic Goods Manufacturing,Health Care Supplies,MD,COO,339115,3510,3851,,,15208
15247,32559,Joseph W. Gorder,CEO,34092,VALERO ENERGY CORP,Yes,"Chairman, Chief Executive Officer and President",12218.186,0,6673.362,758.205,3525,3838.763,111.619,16056.949,1150,16056.949,14363.641,37118.397,14139.306,307.607,0.06,307.607,0.06,0,0,111.095,5738.259,57,0,0,7431.567,169.277,77.513,4686.468,527.053,102.965,5096.768,138.585,8821.692,7656.957,0,0,62.3,0,0,349.875,0,1,,,1689.322,,,,,,,22.368,16.129,32.216,23.536,-71.735,20.984,-66.498,,,,,"McBride, Esq.",Daniel,G.,MALE,OPHTHALMIC GOODS,Ophthalmic Goods Manufacturing,Health Care Supplies,MD,COO,339115,3510,3851,,,15247
15267,40951,Andrew K. Silvernail,CEO,43450,IDEX CORP,Yes,"Chairman, Chief Executive Officer and President",7783.798,0,3614.094,1584.274,1350,0,340.046,7783.799,895.385,7783.798,8303.104,10557.306,16303.201,89.659,0.116,89.659,0.116,44.22,2082.558,47.981,3635.115,43,81.12,5198.367,0,65.711,175.214,2184.242,3300.843,46.495,3619.171,81.18,6319.086,0,0,0,194.178,46.627,0,725.719,0,1,,,11648.136,,,,,,,1.55,1.55,16.293,16.293,49.889,15.809,41.34,,,CEO,,Swinburn,Peter,S.,MALE,MALT BEVERAGES,Breweries,Brewers,SP,TAP,312120,3020,2082,,,15267
15291,28044,James A. Edmiston,CEO,29074,HARVEST NATURAL RESOURCES,Yes,"Chief Executive Officer, President and Director",2721.973,382.2,0,769.23,966.28,0,19.724,2721.973,966.739,2721.973,2087.939,2369.06,6327.539,1209.867,2.83,367.766,0.86,0,0,29.2,135.196,55,259,769.23,0,787.433,551.001,0,0,24,43.44,250,0,0,0,0,0,0,0,0,0,1,,,4613.582,,,,,,,-7.694,-7.694,101.913,,,,,,,,,Glendinning,Stewart,F.,MALE,MALT BEVERAGES,Breweries,Brewers,SP,TAP,312120,3020,2082,,,15291
